,date,AOD
19720,2018-07-31,
19721,2018-07-31,
19722,2018-07-31,0.301
19723,2018-07-31,
19724,2018-07-31,
19725,2018-07-31,
19726,2018-08-01,
19727,2018-08-01,
19728,2018-08-01,0.16194999999999998
19729,2018-08-01,
19730,2018-08-01,
19731,2018-08-02,
19732,2018-08-02,
19733,2018-08-02,
19734,2018-08-02,
19735,2018-08-02,
19736,2018-08-02,
19737,2018-08-03,
19738,2018-08-03,
19739,2018-08-03,
19740,2018-08-03,
19741,2018-08-03,0.2607473684210526
19742,2018-08-03,
19743,2018-08-03,
19744,2018-08-04,
19745,2018-08-04,
19746,2018-08-04,
19747,2018-08-04,
19748,2018-08-04,
19749,2018-08-04,
19750,2018-08-05,
19751,2018-08-05,
19752,2018-08-05,0.1283390557939914
19753,2018-08-05,
19754,2018-08-05,
19755,2018-08-05,
19756,2018-08-06,
19757,2018-08-06,
19758,2018-08-06,
19759,2018-08-06,
19760,2018-08-06,
19761,2018-08-07,
19762,2018-08-07,
19763,2018-08-07,
19764,2018-08-07,0.26383809523809526
19765,2018-08-07,
19766,2018-08-07,
19767,2018-08-07,
19768,2018-08-08,
19769,2018-08-08,
19770,2018-08-08,
19771,2018-08-08,0.2047391304347826
19772,2018-08-08,
19773,2018-08-09,
19774,2018-08-09,0.16447560975609757
19775,2018-08-09,
19776,2018-08-09,
19777,2018-08-09,
19778,2018-08-10,
19779,2018-08-10,
19780,2018-08-10,
19781,2018-08-10,0.1526184210526316
19782,2018-08-10,
19783,2018-08-10,
19784,2018-08-10,
19785,2018-08-11,
19786,2018-08-11,
19787,2018-08-11,
19788,2018-08-11,
19789,2018-08-11,
19790,2018-08-11,
19791,2018-08-12,
19792,2018-08-12,
19793,2018-08-12,
19794,2018-08-12,0.2952142857142857
19795,2018-08-12,
19796,2018-08-12,
19797,2018-08-12,
19798,2018-08-13,
19799,2018-08-13,
19800,2018-08-13,
19801,2018-08-13,
19802,2018-08-14,
19803,2018-08-14,
19804,2018-08-14,
19805,2018-08-14,
19806,2018-08-14,
19807,2018-08-14,
19808,2018-08-14,
19809,2018-08-14,
19810,2018-08-15,
19811,2018-08-15,
19812,2018-08-15,
19813,2018-08-15,0.06071568627450981
19814,2018-08-15,
19815,2018-08-16,
19816,2018-08-16,
19817,2018-08-16,
19818,2018-08-16,0.12093000000000001
19819,2018-08-16,
19820,2018-08-16,
19821,2018-08-17,
19822,2018-08-17,
19823,2018-08-17,0.15341428571428573
19824,2018-08-17,
19825,2018-08-17,
19826,2018-08-18,
19827,2018-08-18,
19828,2018-08-18,
19829,2018-08-18,
19830,2018-08-18,
19831,2018-08-18,
19832,2018-07-29,
19833,2018-07-31,
19834,2018-08-02,0.10642857142857143
19835,2018-08-03,
19836,2018-08-05,
19837,2018-08-07,
19838,2018-08-09,
19839,2018-08-11,
19840,2018-08-13,
19841,2018-08-15,
19842,2018-08-19,
19843,2018-08-19,
19844,2018-08-19,
19845,2018-08-19,
19846,2018-08-19,0.21815966386554622
19847,2018-08-19,
19848,2018-08-19,
19849,2018-08-19,
19850,2018-08-20,
19851,2018-08-20,
19852,2018-08-20,
19853,2018-08-20,
19854,2018-08-20,
19855,2018-08-21,
19856,2018-08-21,
19857,2018-08-21,0.21302531645569622
19858,2018-08-21,
19859,2018-08-21,
19860,2018-08-21,
19861,2018-08-21,
19862,2018-08-22,
19863,2018-08-22,
19864,2018-08-22,
19865,2018-08-22,
19866,2018-08-23,
19867,2018-08-23,
19868,2018-08-23,
19869,2018-08-23,
19870,2018-08-23,
19871,2018-08-23,
19872,2018-08-23,
19873,2018-08-23,
19874,2018-08-24,
19875,2018-08-24,
19876,2018-08-24,0.23240000000000002
19877,2018-08-24,
19878,2018-08-25,
19879,2018-08-25,0.1746888888888889
19880,2018-08-25,
19881,2018-08-25,
19882,2018-08-25,
19883,2018-08-25,
19884,2018-08-26,
19885,2018-08-26,
19886,2018-08-26,0.36824242424242426
19887,2018-08-26,
19888,2018-08-26,
19889,2018-08-26,
19890,2018-08-27,
19891,2018-08-27,
19892,2018-08-27,
19893,2018-08-27,
19894,2018-08-27,
19895,2018-08-27,
19896,2018-08-27,
19897,2018-08-28,
19898,2018-08-28,
19899,2018-08-28,0.43151612903225806
19900,2018-08-28,
19901,2018-08-28,
19902,2018-08-28,
19903,2018-08-29,
19904,2018-08-29,
19905,2018-08-29,
19906,2018-08-29,0.1855
19907,2018-08-29,
19908,2018-08-30,
19909,2018-08-30,
19910,2018-08-30,0.197832
19911,2018-08-30,
19912,2018-08-30,
19913,2018-08-30,
19914,2018-08-30,
19915,2018-08-31,
19916,2018-08-31,
19917,2018-08-31,
19918,2018-08-31,
19919,2018-08-31,
19920,2018-09-01,
19921,2018-09-01,
19922,2018-09-01,0.2190126582278481
19923,2018-09-01,0.2283030303030303
19924,2018-09-01,
19925,2018-09-01,
19926,2018-09-02,
19927,2018-09-02,
19928,2018-09-02,0.44
19929,2018-09-02,
19930,2018-09-03,
19931,2018-09-03,
19932,2018-09-03,
19933,2018-09-03,
19934,2018-09-03,
19935,2018-09-03,
19936,2018-09-03,
19937,2018-09-04,
19938,2018-09-04,
19939,2018-09-04,
19940,2018-09-04,
19941,2018-09-04,
19942,2018-09-04,
19943,2018-09-04,
19944,2018-09-05,
19945,2018-09-05,
19946,2018-09-05,
19947,2018-09-05,
19948,2018-09-05,
19949,2018-09-05,
19950,2018-09-06,
19951,2018-09-06,
19952,2018-09-06,
19953,2018-09-06,
19954,2018-09-06,
19955,2018-09-06,
19956,2018-09-07,
19957,2018-09-07,
19958,2018-09-07,
19959,2018-09-07,
19960,2018-09-07,0.064
19961,2018-09-07,
19962,2018-09-08,
19963,2018-08-18,
19964,2018-08-20,
19965,2018-08-22,
19966,2018-08-24,
19967,2018-08-26,
19968,2018-08-28,
19969,2018-08-30,
19970,2018-08-31,0.05941358024691358
19971,2018-09-02,
19972,2018-09-04,
19973,2018-09-08,
19974,2018-09-08,0.547
19975,2018-09-08,
19976,2018-09-08,
19977,2018-09-08,
19978,2018-09-09,
19979,2018-09-09,
19980,2018-09-09,
19981,2018-09-09,
19982,2018-09-09,
19983,2018-09-10,
19984,2018-09-10,
19985,2018-09-10,
19986,2018-09-10,
19987,2018-09-10,
19988,2018-09-11,
19989,2018-09-11,
19990,2018-09-11,
19991,2018-09-11,0.20946391752577317
19992,2018-09-11,
19993,2018-09-11,
19994,2018-09-11,
19995,2018-09-12,
19996,2018-09-12,
19997,2018-09-12,
19998,2018-09-12,
19999,2018-09-12,
20000,2018-09-12,
20001,2018-09-13,
20002,2018-09-13,
20003,2018-09-13,
20004,2018-09-13,0.2575287356321839
20005,2018-09-13,
20006,2018-09-13,
20007,2018-09-14,
20008,2018-09-14,
20009,2018-09-14,
20010,2018-09-14,
20011,2018-09-14,
20012,2018-09-14,
20013,2018-09-15,
20014,2018-09-15,
20015,2018-09-15,
20016,2018-09-15,0.301
20017,2018-09-15,
20018,2018-09-15,
20019,2018-09-15,
20020,2018-09-16,
20021,2018-09-16,
20022,2018-09-16,
20023,2018-09-16,0.218
20024,2018-09-16,
20025,2018-09-16,
20026,2018-09-17,
20027,2018-09-17,
20028,2018-09-17,
20029,2018-09-17,
20030,2018-09-17,
20031,2018-09-18,
20032,2018-09-18,
20033,2018-09-18,0.1422206896551724
20034,2018-09-18,
20035,2018-09-18,
20036,2018-09-19,
20037,2018-09-19,
20038,2018-09-19,
20039,2018-09-19,
20040,2018-09-19,
20041,2018-09-19,
20042,2018-09-20,
20043,2018-09-20,
20044,2018-09-20,
20045,2018-09-20,
20046,2018-09-20,0.2781290322580645
20047,2018-09-20,
20048,2018-09-20,
20049,2018-09-20,
20050,2018-09-21,
20051,2018-09-21,
20052,2018-09-21,
20053,2018-09-21,
20054,2018-09-21,
20055,2018-09-22,
20056,2018-09-22,
20057,2018-09-22,0.2668620689655173
20058,2018-09-22,
20059,2018-09-22,
20060,2018-09-22,
20061,2018-09-23,
20062,2018-09-23,
20063,2018-09-23,
20064,2018-09-23,
20065,2018-09-23,0.422875
20066,2018-09-23,
20067,2018-09-24,
20068,2018-09-24,
20069,2018-09-24,
20070,2018-09-24,0.4207457627118644
20071,2018-09-24,
20072,2018-09-24,
20073,2018-09-25,
20074,2018-09-25,
20075,2018-09-25,
20076,2018-09-25,
20077,2018-09-25,
20078,2018-09-26,
20079,2018-09-26,
20080,2018-09-26,
20081,2018-09-26,
20082,2018-09-26,
20083,2018-09-27,
20084,2018-09-27,
20085,2018-09-27,
20086,2018-09-27,0.665
20087,2018-09-27,
20088,2018-09-27,
20089,2018-09-27,
20090,2018-09-28,
20091,2018-09-28,
20092,2018-09-28,
20093,2018-09-28,
20094,2018-09-08,
20095,2018-09-10,
20096,2018-09-12,
20097,2018-09-13,
20098,2018-09-15,
20099,2018-09-17,0.25475384615384616
20100,2018-09-19,
20101,2018-09-21,
20102,2018-09-22,
20103,2018-09-24,
20104,2018-09-28,
20105,2018-09-28,
20106,2018-09-29,
20107,2018-09-29,
20108,2018-09-29,
20109,2018-09-29,0.3746309523809524
20110,2018-09-29,
20111,2018-09-29,
20112,2018-09-29,
20113,2018-09-30,
20114,2018-09-30,
20115,2018-09-30,
20116,2018-09-30,
20117,2018-10-01,
20118,2018-10-01,
20119,2018-10-01,
20120,2018-10-01,0.31710967741935486
20121,2018-10-01,
20122,2018-10-01,
20123,2018-10-01,
20124,2018-10-01,
20125,2018-10-02,
20126,2018-10-02,
20127,2018-10-02,0.404
20128,2018-10-02,
20129,2018-10-02,
20130,2018-10-03,
20131,2018-10-03,
20132,2018-10-03,0.33039285714285715
20133,2018-10-03,
20134,2018-10-03,
20135,2018-10-03,
20136,2018-10-04,
20137,2018-10-04,0.28975
20138,2018-10-04,
20139,2018-10-04,
20140,2018-10-05,
20141,2018-10-05,
20142,2018-10-05,
20143,2018-10-05,
20144,2018-10-05,
20145,2018-10-05,
20146,2018-10-05,
20147,2018-10-06,
20148,2018-10-06,
20149,2018-10-06,
20150,2018-10-06,0.46749586776859503
20151,2018-10-06,
20152,2018-10-06,
20153,2018-10-06,
20154,2018-10-07,
20155,2018-10-07,
20156,2018-10-07,
20157,2018-10-07,
20158,2018-10-07,
20159,2018-10-08,
20160,2018-10-08,
20161,2018-10-09,
20162,2018-10-09,
20163,2018-10-09,
20164,2018-10-09,
20165,2018-10-09,
20166,2018-10-09,
20167,2018-10-10,
20168,2018-10-10,
20169,2018-10-10,
20170,2018-10-10,
20171,2018-10-10,
20172,2018-10-10,
20173,2018-10-11,
20174,2018-10-11,
20175,2018-10-11,
20176,2018-10-11,0.4519818181818182
20177,2018-10-11,
20178,2018-10-12,
20179,2018-10-12,
20180,2018-10-12,
20181,2018-10-12,
20182,2018-10-12,
20183,2018-10-13,
20184,2018-10-13,
20185,2018-10-13,
20186,2018-10-13,
20187,2018-10-13,0.6486000000000001
20188,2018-10-13,
20189,2018-10-13,
20190,2018-10-13,
20191,2018-10-14,
20192,2018-10-14,
20193,2018-10-14,
20194,2018-10-14,
20195,2018-10-14,
20196,2018-10-15,
20197,2018-10-15,
20198,2018-10-15,
20199,2018-10-15,0.17153886010362696
20200,2018-10-15,
20201,2018-10-15,
20202,2018-10-15,
20203,2018-10-16,
20204,2018-10-16,
20205,2018-10-16,0.245
20206,2018-10-16,
20207,2018-10-17,
20208,2018-10-17,
20209,2018-10-17,
20210,2018-10-17,0.4344782608695652
20211,2018-10-17,
20212,2018-10-17,
20213,2018-10-17,
20214,2018-10-18,
20215,2018-10-18,
20216,2018-10-18,
20217,2018-10-18,0.4936666666666667
20218,2018-10-18,
20219,2018-10-18,
20220,2018-10-19,
20221,2018-10-19,
20222,2018-10-19,
20223,2018-10-19,
20224,2018-10-19,
20225,2018-09-28,
20226,2018-09-30,
20227,2018-10-02,
20228,2018-10-04,
20229,2018-10-06,
20230,2018-10-08,
20231,2018-10-10,0.24998387096774194
20232,2018-10-12,
20233,2018-10-14,
20234,2018-10-16,
20235,2018-10-20,
20236,2018-10-20,
20237,2018-10-20,
20238,2018-10-20,
20239,2018-10-20,
20240,2018-10-20,
20241,2018-10-21,
20242,2018-10-21,
20243,2018-10-21,
20244,2018-10-21,
20245,2018-10-21,
20246,2018-10-21,
20247,2018-10-22,
20248,2018-10-22,
20249,2018-10-22,
20250,2018-10-22,
20251,2018-10-22,
20252,2018-10-22,
20253,2018-10-22,
20254,2018-10-22,
20255,2018-10-23,
20256,2018-10-23,
20257,2018-10-23,
20258,2018-10-23,
20259,2018-10-24,
20260,2018-10-24,
20261,2018-10-24,0.43421875
20262,2018-10-24,
20263,2018-10-24,
20264,2018-10-24,
20265,2018-10-24,
20266,2018-10-25,
20267,2018-10-25,
20268,2018-10-25,
20269,2018-10-25,0.186
20270,2018-10-25,
20271,2018-10-26,
20272,2018-10-26,
20273,2018-10-26,
20274,2018-10-26,0.37029464285714286
20275,2018-10-26,
20276,2018-10-26,
20277,2018-10-26,
20278,2018-10-27,
20279,2018-10-27,
20280,2018-10-27,
20281,2018-10-27,
20282,2018-10-28,
20283,2018-10-28,
20284,2018-10-28,
20285,2018-10-28,
20286,2018-10-28,
20287,2018-10-28,
20288,2018-10-29,
20289,2018-10-29,
20290,2018-10-29,
20291,2018-10-29,0.856
20292,2018-10-29,
20293,2018-10-29,
20294,2018-10-29,
20295,2018-10-30,
20296,2018-10-30,
20297,2018-10-30,
20298,2018-10-30,
20299,2018-10-30,
20300,2018-10-30,
20301,2018-10-31,
20302,2018-10-31,
20303,2018-10-31,
20304,2018-10-31,
20305,2018-10-31,
20306,2018-10-31,
20307,2018-11-01,
20308,2018-11-01,
20309,2018-11-01,
20310,2018-11-01,
20311,2018-11-01,
20312,2018-11-02,
20313,2018-11-02,
20314,2018-11-02,
20315,2018-11-02,
20316,2018-11-02,
20317,2018-11-02,
20318,2018-11-02,
20319,2018-11-03,
20320,2018-11-03,
20321,2018-11-03,
20322,2018-11-03,
20323,2018-11-03,
20324,2018-11-04,
20325,2018-11-04,
20326,2018-11-04,
20327,2018-11-04,
20328,2018-11-04,
20329,2018-11-05,
20330,2018-11-05,
20331,2018-11-05,
20332,2018-11-05,0.23866666666666667
20333,2018-11-05,
20334,2018-11-05,
20335,2018-11-06,
20336,2018-11-06,
20337,2018-11-06,
20338,2018-11-06,
20339,2018-11-06,
20340,2018-11-06,
20341,2018-11-07,
20342,2018-11-07,
20343,2018-11-07,
20344,2018-11-07,0.41358709677419353
20345,2018-11-07,
20346,2018-11-07,
20347,2018-11-07,
20348,2018-11-08,
20349,2018-11-08,
20350,2018-11-08,
20351,2018-11-08,
20352,2018-11-08,
20353,2018-11-09,
20354,2018-11-09,
20355,2018-11-09,
20356,2018-11-09,0.7145
20357,2018-10-19,
20358,2018-10-21,
20359,2018-10-23,
20360,2018-10-25,
20361,2018-10-27,0.857
20362,2018-10-29,
20363,2018-10-31,
20364,2018-11-02,
20365,2018-11-04,
20366,2018-11-06,
20367,2018-11-09,
20368,2018-11-09,
20369,2018-11-09,
20370,2018-11-10,
20371,2018-11-10,
20372,2018-11-10,
20373,2018-11-10,
20374,2018-11-10,
20375,2018-11-10,
20376,2018-11-11,
20377,2018-11-11,
20378,2018-11-11,0.37357142857142855
20379,2018-11-11,
20380,2018-11-11,
20381,2018-11-11,
20382,2018-11-12,
20383,2018-11-12,
20384,2018-11-12,0.3662692307692308
20385,2018-11-12,
20386,2018-11-12,
20387,2018-11-13,
20388,2018-11-13,
20389,2018-11-13,
20390,2018-11-13,
20391,2018-11-13,
20392,2018-11-14,
20393,2018-11-14,
20394,2018-11-14,
20395,2018-11-14,
20396,2018-11-14,
20397,2018-11-14,
20398,2018-11-14,
20399,2018-11-15,
20400,2018-11-15,
20401,2018-11-15,
20402,2018-11-15,
20403,2018-11-15,
20404,2018-11-16,
20405,2018-11-16,
20406,2018-11-16,
20407,2018-11-16,
20408,2018-11-16,
20409,2018-11-16,
20410,2018-11-16,
20411,2018-11-17,
20412,2018-11-17,
20413,2018-11-17,
20414,2018-11-17,
20415,2018-11-18,
20416,2018-11-18,
20417,2018-11-18,
20418,2018-11-18,0.5115888888888889
20419,2018-11-18,
20420,2018-11-18,
20421,2018-11-18,
20422,2018-11-18,
20423,2018-11-19,
20424,2018-11-19,
20425,2018-11-19,0.375
20426,2018-11-19,
20427,2018-11-20,
20428,2018-11-20,
20429,2018-11-20,
20430,2018-11-20,
20431,2018-11-20,
20432,2018-11-20,
20433,2018-11-20,
20434,2018-11-21,
20435,2018-11-21,
20436,2018-11-21,
20437,2018-11-21,
20438,2018-11-21,
20439,2018-11-22,
20440,2018-11-22,
20441,2018-11-22,
20442,2018-11-22,
20443,2018-11-22,
20444,2018-11-22,
20445,2018-11-23,
20446,2018-11-23,
20447,2018-11-23,
20448,2018-11-23,
20449,2018-11-23,
20450,2018-11-23,
20451,2018-11-23,
20452,2018-11-24,
20453,2018-11-24,
20454,2018-11-24,
20455,2018-11-24,
20456,2018-11-25,
20457,2018-11-25,
20458,2018-11-25,
20459,2018-11-25,
20460,2018-11-25,
20461,2018-11-25,
20462,2018-11-25,
20463,2018-11-25,
20464,2018-11-26,
20465,2018-11-26,
20466,2018-11-26,
20467,2018-11-26,
20468,2018-11-26,
20469,2018-11-27,
20470,2018-11-27,
20471,2018-11-27,
20472,2018-11-27,
20473,2018-11-27,
20474,2018-11-27,
20475,2018-11-27,
20476,2018-11-28,
20477,2018-11-28,
20478,2018-11-28,
20479,2018-11-28,
20480,2018-11-29,
20481,2018-11-29,
20482,2018-11-29,
20483,2018-11-29,
20484,2018-11-29,
20485,2018-11-29,
20486,2018-11-29,
20487,2018-11-30,
20488,2018-11-30,
20489,2018-11-09,
20490,2018-11-11,
20491,2018-11-13,
20492,2018-11-15,
20493,2018-11-17,
20494,2018-11-19,
20495,2018-11-21,
20496,2018-11-22,
20497,2018-11-24,
20498,2018-11-26,
20499,2018-11-30,
20500,2018-11-30,
20501,2018-11-30,
20502,2018-11-30,
20503,2018-12-01,
20504,2018-12-01,
20505,2018-12-01,
20506,2018-12-01,
20507,2018-12-01,
20508,2018-12-01,
20509,2018-12-02,
20510,2018-12-02,
20511,2018-12-02,
20512,2018-12-02,
20513,2018-12-02,
20514,2018-12-02,
20515,2018-12-03,
20516,2018-12-03,
20517,2018-12-03,
20518,2018-12-03,
20519,2018-12-03,
20520,2018-12-03,
20521,2018-12-04,
20522,2018-12-04,
20523,2018-12-04,
20524,2018-12-04,
20525,2018-12-04,
20526,2018-12-04,
20527,2018-12-04,
20528,2018-12-05,
20529,2018-12-05,
20530,2018-12-05,
20531,2018-12-05,
20532,2018-12-06,
20533,2018-12-06,
20534,2018-12-06,
20535,2018-12-06,
20536,2018-12-06,
20537,2018-12-07,
20538,2018-12-07,
20539,2018-12-07,
20540,2018-12-07,
20541,2018-12-07,
20542,2018-12-07,
20543,2018-12-08,
20544,2018-12-08,
20545,2018-12-08,
20546,2018-12-08,
20547,2018-12-08,
20548,2018-12-08,
20549,2018-12-09,
20550,2018-12-09,
20551,2018-12-09,
20552,2018-12-09,0.2576666666666667
20553,2018-12-09,
20554,2018-12-09,
20555,2018-12-10,
20556,2018-12-10,
20557,2018-12-10,
20558,2018-12-10,
20559,2018-12-10,
20560,2018-12-10,
20561,2018-12-11,
20562,2018-12-11,
20563,2018-12-11,
20564,2018-12-11,0.652
20565,2018-12-11,
20566,2018-12-11,
20567,2018-12-11,
20568,2018-12-12,
20569,2018-12-12,
20570,2018-12-12,
20571,2018-12-12,
20572,2018-12-12,
20573,2018-12-12,
20574,2018-12-13,
20575,2018-12-13,
20576,2018-12-13,
20577,2018-12-13,
20578,2018-12-13,
20579,2018-12-14,
20580,2018-12-14,
20581,2018-12-14,
20582,2018-12-14,
20583,2018-12-14,
20584,2018-12-15,
20585,2018-12-15,
20586,2018-12-15,
20587,2018-12-15,
20588,2018-12-15,
20589,2018-12-15,
20590,2018-12-16,
20591,2018-12-16,
20592,2018-12-16,
20593,2018-12-16,
20594,2018-12-16,0.30188888888888893
20595,2018-12-16,
20596,2018-12-16,
20597,2018-12-17,
20598,2018-12-17,
20599,2018-12-17,
20600,2018-12-17,
20601,2018-12-17,
20602,2018-12-18,
20603,2018-12-18,
20604,2018-12-18,
20605,2018-12-18,
20606,2018-12-18,
20607,2018-12-18,
20608,2018-12-18,
20609,2018-12-19,
20610,2018-12-19,
20611,2018-12-19,
20612,2018-12-19,
20613,2018-12-19,
20614,2018-12-20,
20615,2018-12-20,
20616,2018-12-20,
20617,2018-12-20,
20618,2018-12-20,
20619,2018-12-20,
20620,2018-12-20,
20621,2018-11-30,
20622,2018-12-02,
20623,2018-12-04,
20624,2018-12-06,
20625,2018-12-08,
20626,2018-12-09,
20627,2018-12-11,
20628,2018-12-13,
20629,2018-12-15,
20630,2018-12-17,
20631,2018-05-07,
20632,2018-05-28,
20633,2018-06-17,
20634,2018-07-07,0.13066013071895424
20635,2018-07-27,
20636,2018-08-16,
20637,2018-09-06,
20638,2018-09-26,
20639,2018-10-17,
20640,2018-11-07,
20641,2018-12-21,
20642,2018-12-21,
20643,2018-12-21,
20644,2018-12-21,
20645,2018-12-21,
20646,2018-12-22,
20647,2018-12-22,
20648,2018-12-22,
20649,2018-12-22,
20650,2018-12-22,
20651,2018-12-22,
20652,2018-12-23,
20653,2018-12-23,
20654,2018-12-23,
20655,2018-12-23,
20656,2018-12-23,
20657,2018-12-24,
20658,2018-12-24,
20659,2018-12-24,
20660,2018-12-24,
20661,2018-12-24,
20662,2018-12-24,
20663,2018-12-25,
20664,2018-12-25,
20665,2018-12-25,
20666,2018-12-25,
20667,2018-12-25,
20668,2018-12-25,
20669,2018-12-25,
20670,2018-12-26,
20671,2018-12-26,
20672,2018-12-26,
20673,2018-12-26,
20674,2018-12-26,
20675,2018-12-27,
20676,2018-12-27,
20677,2018-12-27,
20678,2018-12-27,
20679,2018-12-27,
20680,2018-12-27,
20681,2018-12-27,
20682,2018-12-28,
20683,2018-12-28,
20684,2018-12-28,
20685,2018-12-28,
20686,2018-12-28,
20687,2018-12-29,
20688,2018-12-29,
20689,2018-12-29,0.29822727272727273
20690,2018-12-29,
20691,2018-12-29,
20692,2018-12-29,
20693,2018-12-30,
20694,2018-12-30,
20695,2018-12-30,0.18609090909090908
20696,2018-12-30,
20697,2018-12-31,
20698,2018-12-31,
20699,2018-12-31,
20700,2018-12-31,
20701,2018-12-31,
20702,2018-12-31,
20703,2018-12-31,
20704,2019-01-01,
20705,2019-01-01,
20706,2019-01-01,
20707,2019-01-01,
20708,2019-01-01,
20709,2019-01-01,
20710,2019-01-02,
20711,2019-01-02,
20712,2019-01-02,
20713,2019-01-02,
20714,2019-01-02,
20715,2019-01-02,
20716,2019-01-03,
20717,2019-01-03,
20718,2019-01-03,0.4925
20719,2019-01-03,
20720,2019-01-03,
20721,2019-01-03,
20722,2019-01-04,
20723,2019-01-04,
20724,2019-01-04,
20725,2019-01-04,
20726,2019-01-04,0.045
20727,2019-01-04,
20728,2019-01-05,
20729,2019-01-05,
20730,2019-01-05,
20731,2019-01-05,
20732,2019-01-05,
20733,2019-01-05,
20734,2019-01-05,
20735,2019-01-06,
20736,2019-01-06,
20737,2019-01-06,
20738,2019-01-06,
20739,2019-01-06,
20740,2019-01-07,
20741,2019-01-07,
20742,2019-01-07,
20743,2019-01-07,
20744,2019-01-07,
20745,2019-01-08,
20746,2019-01-08,
20747,2019-01-08,
20748,2019-01-08,
20749,2019-01-08,
20750,2019-01-08,
20751,2019-01-09,
20752,2019-01-09,
20753,2019-01-09,
20754,2019-01-09,
20755,2019-01-09,
20756,2019-01-09,
20757,2019-01-10,
20758,2019-01-10,
20759,2019-01-10,
20760,2019-01-10,
20761,2019-01-10,
20762,2019-01-10,
20763,2018-12-20,
20764,2018-12-23,
20765,2018-12-24,
20766,2018-12-27,
20767,2018-12-28,
20768,2018-12-30,
20769,2019-01-01,
20770,2019-01-03,
20771,2019-01-05,
20772,2019-01-07,
20773,2019-01-11,
20774,2019-01-11,
20775,2019-01-11,
20776,2019-01-11,
20777,2019-01-11,
20778,2019-01-12,
20779,2019-01-12,
20780,2019-01-12,
20781,2019-01-12,0.15280000000000002
20782,2019-01-12,
20783,2019-01-12,
20784,2019-01-12,
20785,2019-01-13,
20786,2019-01-13,
20787,2019-01-13,
20788,2019-01-13,
20789,2019-01-13,
20790,2019-01-13,
20791,2019-01-14,
20792,2019-01-14,
20793,2019-01-14,
20794,2019-01-14,
20795,2019-01-14,
20796,2019-01-15,
20797,2019-01-15,
20798,2019-01-15,0.030858974358974358
20799,2019-01-15,
20800,2019-01-15,
20801,2019-01-16,
20802,2019-01-16,
20803,2019-01-16,
20804,2019-01-16,
20805,2019-01-16,
20806,2019-01-16,
20807,2019-01-17,
20808,2019-01-17,
20809,2019-01-17,
20810,2019-01-17,
20811,2019-01-17,
20812,2019-01-17,
20813,2019-01-17,
20814,2019-01-18,
20815,2019-01-18,
20816,2019-01-18,
20817,2019-01-18,
20818,2019-01-18,
20819,2019-01-19,
20820,2019-01-19,
20821,2019-01-19,
20822,2019-01-19,
20823,2019-01-19,
20824,2019-01-19,
20825,2019-01-19,
20826,2019-01-20,
20827,2019-01-20,
20828,2019-01-20,
20829,2019-01-20,
20830,2019-01-20,
20831,2019-01-21,
20832,2019-01-21,
20833,2019-01-21,
20834,2019-01-21,
20835,2019-01-21,
20836,2019-01-21,
20837,2019-01-21,
20838,2019-01-22,
20839,2019-01-22,
20840,2019-01-22,
20841,2019-01-22,
20842,2019-01-23,
20843,2019-01-23,
20844,2019-01-23,
20845,2019-01-23,
20846,2019-01-23,
20847,2019-01-23,
20848,2019-01-24,
20849,2019-01-24,
20850,2019-01-24,
20851,2019-01-24,
20852,2019-01-24,
20853,2019-01-25,
20854,2019-01-25,
20855,2019-01-25,
20856,2019-01-25,
20857,2019-01-25,
20858,2019-01-25,
20859,2019-01-25,
20860,2019-01-26,
20861,2019-01-26,
20862,2019-01-26,0.1355194805194805
20863,2019-01-26,
20864,2019-01-26,
20865,2019-01-26,
20866,2019-01-27,
20867,2019-01-27,
20868,2019-01-27,
20869,2019-01-27,
20870,2019-01-27,
20871,2019-01-27,
20872,2019-01-28,
20873,2019-01-28,
20874,2019-01-28,0.232
20875,2019-01-28,
20876,2019-01-28,
20877,2019-01-28,
20878,2019-01-28,
20879,2019-01-29,
20880,2019-01-29,
20881,2019-01-29,
20882,2019-01-29,
20883,2019-01-29,
20884,2019-01-30,
20885,2019-01-30,
20886,2019-01-30,
20887,2019-01-30,
20888,2019-01-30,
20889,2019-01-30,
20890,2019-01-31,
20891,2019-01-31,
20892,2019-01-31,0.26539999999999997
20893,2019-01-31,
20894,2019-01-31,
20895,2019-01-10,
20896,2019-01-12,
20897,2019-01-14,
20898,2019-01-16,
20899,2019-01-18,
20900,2019-01-20,
20901,2019-01-22,
20902,2019-01-24,
20903,2019-01-26,
20904,2019-01-28,
20905,2019-02-01,
20906,2019-02-01,
20907,2019-02-01,
20908,2019-02-01,
20909,2019-02-01,
20910,2019-02-01,
20911,2019-02-02,
20912,2019-02-02,
20913,2019-02-02,
20914,2019-02-02,
20915,2019-02-02,
20916,2019-02-02,
20917,2019-02-03,
20918,2019-02-03,
20919,2019-02-03,
20920,2019-02-03,
20921,2019-02-03,
20922,2019-02-03,
20923,2019-02-04,
20924,2019-02-04,
20925,2019-02-04,0.277
20926,2019-02-04,
20927,2019-02-04,
20928,2019-02-04,
20929,2019-02-05,
20930,2019-02-05,
20931,2019-02-05,
20932,2019-02-05,
20933,2019-02-05,
20934,2019-02-05,
20935,2019-02-06,
20936,2019-02-06,
20937,2019-02-06,
20938,2019-02-06,0.311
20939,2019-02-06,
20940,2019-02-06,
20941,2019-02-07,
20942,2019-02-07,
20943,2019-02-07,
20944,2019-02-07,0.13770588235294118
